,Motif_ID,x,N,n,M,pvalues,FoldEn,SScore,FDR,clasification,speciesOrigin,Bibliography,tf,tffamily,tfsubfamily
0,1.FDP-MEME,40,500,218,27655,1.864543876274394e-28,3.3432122070516366,92.70536015283965,1.6258822601112716e-25,True,.,.,1.FDP-MEME,.,.
1,1.FD-MEME,35,500,195,27655,1.0586856713775221e-24,3.3114211401365563,79.39209327925194,4.615869527205996e-22,True,.,.,1.FD-MEME,.,.
2,1.ABF4-MEME,37,500,236,27655,6.792409763020052e-24,3.116278753208309,72.19787174526634,1.9743271044511618e-21,True,.,.,1.ABF4-MEME,.,.
3,M08407_2.00,28,500,176,27655,1.4689642199422058e-18,3.1373917403615077,55.94907171166773,3.2023419994740084e-16,True,A. thaliana,JASPAR,HY5,bZIP,.
4,M01056_2.00,28,500,183,27655,4.25021895146577e-18,3.0811235207147623,53.52401052511175,7.412381851356303e-16,True,A. thaliana,Stam_Arabidopsis,ABF4,bZIP,.
5,M01826_2.00,26,500,182,27655,3.723812271431009e-16,2.982113514883596,46.01106586623118,5.4119405011464e-14,True,Oryza sativa,Zoo_01,OS02G0728001,bZIP,.
6,M01771_2.00,23,500,136,27655,4.389193216868953e-16,3.225567551747874,49.537025585963306,5.467680693013895e-14,True,A. thaliana,Zoo_01,ABF2,bZIP,.
7,M01773_2.00,21,500,129,27655,1.836657581286663e-14,3.1705586042967067,43.550703592131754,2.0019567636024628e-12,True,A. thaliana,Zoo_01,ABF1,bZIP,.
8,M01057_2.00,24,500,186,27655,5.1221784242506964e-14,2.8352721265543255,37.682312628809555,4.962821762162897e-12,True,A. thaliana,Stam_Arabidopsis,ABF4,bZIP,.
9,M06778_2.00,22,500,210,27655,3.731760520839565e-11,2.5346545379123753,26.431596095041098,3.2540951741721004e-09,True,A. thaliana,OMalley2016,DPBF3,bZIP,.
10,M06777_2.00,20,500,203,27655,8.435510785774053e-10,2.446060614643387,22.195281562677568,6.687059459268158e-08,True,A. thaliana,OMalley2016,DPBF3,bZIP,.
11,M01158_2.00,11,500,57,27655,4.910081941925658e-09,3.416010041413756,28.38332429768683,3.5679928777993113e-07,True,C. sativa,TF_Evolution,PK18009.1,bZIP,.
12,M06737_2.00,12,500,81,27655,2.2120056295004258e-08,3.0345809347777317,23.23036576445366,1.4837453145572087e-06,True,A. thaliana,OMalley2016,BHLH104,bHLH,.
13,M07351_2.00,13,500,101,27655,3.2194871789381026e-08,2.831696672330498,21.215675470205774,2.0052805857385897e-06,True,A. thaliana,OMalley2016,GT-3A,Trihelix,.
14,M01133_2.00,13,500,111,27655,9.912404887013703e-08,2.695492288732187,18.878745407836135,5.762411374317299e-06,True,A. thaliana,TF_Evolution,DPBF3,bZIP,.
15,M06755_2.00,17,500,223,27655,5.891952851810891e-07,2.076031378271235,12.933137248709222,3.0484997672300654e-05,True,A. thaliana,OMalley2016,ABF2,bZIP,.
16,M07357_2.00,12,500,109,27655,5.94317615170999e-07,2.6062466128854305,16.226442928749783,3.0484997672300654e-05,True,A. thaliana,OMalley2016,BMY2,BES1,.
17,2.URI.MEME2,11,500,92,27655,7.648109957828737e-07,2.7253380995214846,16.669382981653044,3.705084379570366e-05,True,.,.,2.URI.MEME2,.,.
18,M01161_2.00,13,500,142,27655,1.6514827368014018e-06,2.3401610355776103,13.531105878359616,7.579436560478012e-05,True,C. sativa,TF_Evolution,PK24205.1,bZIP,.
19,M06855_2.00,124,500,4720,27655,2.489623916520207e-06,0.5390936030788721,3.021008449302127,0.00010854760276028102,True,A. thaliana,OMalley2016,OBP3,Dof,.
20,M08404_2.00,10,500,88,27655,3.8124229058649037e-06,2.6519649131912657,14.37046463341974,0.00015830632256734267,True,A. thaliana,JASPAR,PIF1,bHLH,.
21,M06726_2.00,10,500,89,27655,4.2186648487869685e-06,2.635663100862165,14.166227862069602,0.0001672125340064653,True,A. thaliana,OMalley2016,BPE,bHLH,.
22,M06861_2.00,150,500,6357,27655,5.085501483443872e-05,0.3841567543437554,1.6494408772621896,0.0018477322056512733,True,A. thaliana,OMalley2016,DOF4.7,Dof,.
23,M06838_2.00,109,500,4313,27655,4.925427703155008e-05,0.4831767609836264,2.081310980596734,0.0018477322056512733,True,A. thaliana,OMalley2016,CDF5,Dof,.
24,M06854_2.00,161,500,6962,27655,6.913879776487727e-05,0.35509921633213504,1.4773115202175264,0.002411561266038919,True,A. thaliana,OMalley2016,OBP3,Dof,.
25,M08114_2.00,6,500,42,27655,9.291819819631798e-05,2.9821135148835967,12.023581155565452,0.0031163334164303566,True,A. thaliana,JASPAR,FHY3,FAR1,.
26,M07356_2.00,9,500,106,27655,0.00011067315579016196,2.231472983820314,8.827612746487961,0.0035743330314452304,True,A. thaliana,OMalley2016,BMY2,BES1,.
27,M06735_2.00,9,500,112,27655,0.0001662358926842571,2.152038516325909,8.133145794402079,0.005177060657881149,True,A. thaliana,OMalley2016,BHLH34,bHLH,.
28,M06734_2.00,9,500,116,27655,0.0002146359536070074,2.1014124432559407,7.708606070341625,0.0064538810877693255,True,A. thaliana,OMalley2016,BHLH34,bHLH,.
29,M06863_2.00,130,500,5571,27655,0.0002524404596110634,0.36811564931307805,1.3244215897509752,0.007337602692694909,True,A. thaliana,OMalley2016,DOF5.1,Dof,.
30,M06743_2.00,8,500,96,27655,0.0002942933419341458,2.2045059362200443,7.78459448923288,0.008278186908599197,True,A. thaliana,OMalley2016,BHLH72,bHLH,.
31,M06837_2.00,157,500,7019,27655,0.00037038092955423286,0.30703939739399644,1.0535600607876456,0.010092880330352844,True,A. thaliana,OMalley2016,CDF5,Dof,.
32,1.PIF3.MEME,7,500,76,27655,0.00038215704479389396,2.348895845555219,8.027957872891946,0.010098210395765925,True,.,.,1.PIF3.MEME,.,.
33,1.HSF1b-NS,102,500,4232,27655,0.0004013896401036726,0.41476986679867034,1.4087384117708885,0.010294463710894191,True,.,.,1.HSF1b-NS,.,.
34,M02656_2.00,7,500,78,27655,0.0004454543876161038,2.3114211401365563,7.746027033541661,0.011098177885749785,True,A. thaliana,JASPAR,ABF1,bZIP,.
35,M06839_2.00,106,500,4454,27655,0.0004715877202891274,0.39650304871660974,1.3189426148966614,0.01142290255811442,True,A. thaliana,OMalley2016,DOF2.2,Dof,.
36,M07086_2.00,9,500,134,27655,0.000594046449393074,1.89330424792574,6.108139532819975,0.014000229834344877,True,A. thaliana,OMalley2016,AT3G24120,Myb/SANT,G2-like
37,1.PIF1.MEME1,8,500,109,27655,0.000667094450441659,2.021284112164274,6.419219697584279,0.015308062125924386,True,.,.,1.PIF1.MEME1,.,.
38,M01160_2.00,7,500,84,27655,0.0006853530146072939,2.2045059362200443,6.975245647929334,0.015323790480450262,True,C. sativa,TF_Evolution,PK23964.1,bZIP,.
39,M06851_2.00,109,500,4681,27655,0.0007839816379935287,0.36505171200617276,1.1337389514629985,0.017090799708258924,True,A. thaliana,OMalley2016,DOF3.4,Dof,.
40,M06921_2.00,9,500,142,27655,0.0008805935841318004,1.8096463188788305,5.528875739130974,0.017908049396032827,True,A. thaliana,OMalley2016,PDF2,Homeodomain,HD-ZIP
41,M01162_2.00,8,500,114,27655,0.0008830804174649215,1.9565784227764587,5.9753900056388645,0.017908049396032827,True,C. sativa,TF_Evolution,PK24978.1,bZIP,.
